overall,reviewText
5,"I purchased this because my Samsumg Galaxy S3 was getting full of pictures. It installed easy, works great and I have had no speed issues when writing or reading from it,"
5,"I've had this memory card in my S3 for the past few months without any issues. The only problem I've had with this was when I initially copied the 30GB of data from my old card to this card. I had this connected to my laptop using a MicroSD USB adapter and the copies kept failing. I figured out that the card was overheating when writing a lot of data. I was able to copy the data by pointing a small desk fan towards the card adapter during the file copy process. That being said, I don't have any read/write problems due to overheating with the card installed in my phone. I've copied over a couple of gigs of movies to watch on some trips with the card installed in the phone without any failures. It may be that heat issue only occurs after pushing &#62;3GB of data at a time. The largest movie I copied to the phone was 2GB. Most of the other movies are just over a gig.The only prep work for use in my phone was the initial format when it was first installed. The card was recognized prior to the formatting but I had seen where others had read/write issues so the format was a preemptive move."
5,"I don't have too much to say about an SD card, but I wanted to at least give it the 5 stars it deserves. We used it in a Galaxy S3 and it has worked flawlessly so far. I haven't  run any benchmarks to confirm the speed, etc but it does not seem to hinder the phone or camera (which we now have saving photos/videos to the SD card) in any way.I will point out the The S3 camera app did notify us that burst mode shots will still write to the phone's internal memory. Potentially due to the high date of data being written. That's good to know if you use burst mode a lot and were hoping to use an SD card for that purpose."
5,came quick and works well with my galaxy s4. formating was simple. its a sandisk not much that could be wrong with it.
5,"Full Disclosure: I use no other brand of SD Card other than SanDiskHaving said that, I was pleased to discover an SD Card designed for people who demand fast transfer speeds for HD video applications. I purchased this item for my tablet PC and have been pleased with its functionality. The adapter is great for accessing via computer to transfer files directly if USB is not desired."
5,It's been working for over 4 years on my GP camera.  Has not crashed nor failed me.  I've shot over a hundred hours of footage on this card.  I will buy again for sure.
5,"Performs as expected. I bought for mi Galaxy S3 to increase it storage options, when I need to transfer big files I use a usb adapter since the wifi and mtp conectios speed is far slower than directly connecting the device but that is not the cards problem. Its fast reading and writing inside the S3 and when connected to a current generation computer.Old computers will read and write at slower speeds, but is still compatible hardware wise. The exfat format can be a hassle.No problems yet hardware wise. I would have preferred an open standard as partition format instead of exfat, but that is Microsoft fault not Sandisk.Is easy to reformat with a USB sd/micro-sd adapter."
5,Works well with my dslr. Have never been able to fill it. I guess 16gb would be enough for average use. Go for faster speeds and smaller size.
4,"Use it (with the included adapter) as a spare card for my Panasonic FZ200 Lumix camera and as a quick and easy temporary backup drive for my MacBook Pro laptop (which has a standard SD slot). Also use it to make a quick transfer of files between the laptop and an iMac. Works exactly like a full-size SD card for these purposes. Very fast and reliable data transfers. And the special price from Amazon made these cards less costly than the standard 32 GB card at the time.UPDATE: I have changed the star rating from a 5 to a 4. This micro card worked fine for about three months and then suddenly began to disappear from the laptop finder. It still shows up and works fine when mounted in the desktop iMac. But often it will not mount in the laptop. This could be a problem with the laptop and if that turns out to be the case, I will restore this to a 5-star rating."
5,"Pretty much as stated above.  Write rate holds up well from small files to large files.  Reads vary from 25-33MB/sec but holds pretty steadily via card reader (in supplied SD adapter), through Motorola Photon Q, and through the SanDisk SDDR-121-A11M adapter via USB 2.0 and on either PC I have"
5,"I needed more storage for my Venue 8 Pro tablet, plugged it in and was able to store large files on it within minutes. So far so good."
5,"This was a great deal that I would purchase again if I need another just like it. My Galaxy Note 3 is great for videos, games and movies so it needs a lot of storage. This SanDisk had just the right amount of GBs and price to make this a great deal. It's almost filled up already so I might buy another one soon. Don't hesitate if you're interested in quality storage."
4,"As the title says, it can cause your GoPro Hero 3 to stop recording mid recording if used at the highest resolutions and frame rates."
4,Tried this in my Gopro Silver camera. So for seems to work.Put card in Adapter to transfer files and had a very hard time removing it again. Will not try the adapter again with this card.
5,This 32GB card is fast.  Great for storing video and music and whatever you need to do without worry.  It is plenty large and the price is very reasonable.
5,"I formatted the card, saved the data from phone's 4 gb card to desktop, dragged and dropped the files from 4gb to 32 gb card. Installed 32 gb card in phone. Phone works perfectly. Win win.And a great deal for the price."
5,"Advertised speedWorks right out of the box, no formatting requiredTrusted nameThis is a no-brainerSamsung has started to make their own line of sd cards and they seem to be cheaper at the moment when compared to the sandisk."
5,I bought this chip to be used to increase the use of my smart phone and it has increased the memory.  At least for now.
5,and good product.  I haven't had any issue with the San Disk memory cards so I prefer to stay with them.  I have several electronic devices what use the micro SD and they all work great.  I would recommend this product.
4,"First off, I've always bought Sandisk for the warranty under the reasoning that a lifetime warranty means they must be a little better than the others and Sandisk's lesser lines. I have 5 Class 6 SD 8GB Extreme III series cards all pushing 5 years old now with zero problems, all of which write nearly twice as fast. Not sure what the limitation is, Class 10 UHS-1, and 5 year newer tech should blow these away.  The 'micro' packaging shouldn't make a difference either.  I can only guess it's marketing differentiation.Again this card will write at published specs but you may want to check out the Sony SR32UYA/TQMN of the same capacity, it reads and writes faster and is a similar price, though only a one year warranty. I picked it up with a Hisense 7 Pro tablet (awesome) and couldn't wait, and they were on sale locally for $26. Was a pleasant surprise. Came with a SD adapter as well and some file recovery software (a link).  Not a fan of Sony web sites support or or documentation for any of their gear the last 15 years but these are commodities now I suppose and you can't expect much any longer. I now kind of think if these things work 30 days, they'll probably work 5-10 years until they are obsolete. FYI:The Sandisk and Sony are both made in China."
4,"I was pleasantly surprised that my card arrived ahead of schedule. That's always a plus in my book. The works without a hitch. I was able to copy the files from my 16GB card to this one relatively quickly and very easily. My Samsung Galaxy Tab 2 7.0 read the card perfectly. I have no complaints about the card although I expected the write speed to be a little faster. After all is said and done I would definitely recommend this card for your tablet, smart phone, or any other device that allows for expandable memory."
3,"Decent transfer speeds out of phone..in phone sees around 10-12MB/s down to 5. This card is nothing to write home about however, as it only lasted me 7 months. Now it will not read in my phone or laptop or friend's phone. So now I lost all my files....I recommend you store your vital files in the phone."
3,"The card does all it promises to do, but I have a gripe: the nail-ridge near the outer end of the card is not defined enough, which makes it rather difficult to extract the card from a reader or adapter.This is the first MicroSD card I have that has had this problem."
3,It's the wrong one because I thought I was getting the 64 GB one.  I need to know  how to return this one and I will reorder the right one.
5,This card works perfectly in my Black Box Original Quality G1W dash camera.
5,"Got it on sale during blackfriday, awesome! great speeds, lots of storage works wonderful with Galaxy Note 3. Buy today!"
5,What can you say about a disk. It is doing the work that it was made to do. I am happy with it.
5,"This worked right out of the box for my Samsung Galaxy S3. Fast speeds, class 10. Half the price as a comparable product at a Big Box store. I may buy a second one later."
5,"I use these as backup for my images when I am out on a photo shoot.  As of to date, they have been very effective in reducing weight and storage space in my pack."
5,"This is a great disk and I have never had any problems with the product.  What can you say positive or negative about a product that does it's intended purpose of storing memory.  Well made, simple to use, and never a problem to date!"
4,"Its probably better than I think it is. I got this to go in a Samsung tablet which is about to get replaced with an iPad. But the SD memory card portion has not given me any fits yet. The write speed isn't as high as some SD cards and this funky form factor requires an adapter most of the time, so don't expect to pop this into your DSLR."
5,Used in a tablet computer. Works great. May buy more for my digital camera. I liked the specs on this C10/UHS1.
4,"I had to replace the first one in my tablet! The first time I bought one of these for my tablet the disk became corrupted. I bought a replacement (this item,) and it seems to work just fine."
5,"item arrived faster than expected, and works great as additional memory on my cell phone. comes with adapter to use in regular SD card slots, which came in handy when transferring data from old card to new card. A+++"
5,Took out my old card a black one from Kingston HC and replaced it with this Ultra one. When transferring files you can see the difference in speed. About 60% faster transfer rate than the Kingston.
5,"Buying two of the 32GB cards is even cheaper than buying one 64GB, too. It's a really is a solid value."
5,This works well and is speedy in both my Samsung Galaxy S3 and my Samsung Galaxy Tab 2 10.1.  The included adapter works great in my PC memory card slot as well.
5,A necessity for the GoPro I bought. This little guy holds all the info I need and makes for easy use. I'd recommend this little guy for anyone getting a GoPro.
5,Plugged it into my Samsung Galaxy S3 and now I have enough memory to take as many pictures as I could ever want. No complaints. Been using it for over a month without issue.
4,"What can I say, it's a memory card."
3,"I am using it my camera instead But if you want it on a sum sung, this isn't the one to buy."
4,Installed in my tablet to expand memory.  Works very well for this application.  Recognized by the tablet and my desktop computer with no problems.
5,item as described. fits well in my galaxy tab 2. can access instantly both from my tab and from my computer when I plug my tab to laptop by usb cable. I like it!
5,You can't beat the value of this 32  Micro  m a cardbeliever that there is no such thing as a deal of a lifetime when it comes to electronics but for now this card really is a great value.
5,I used this i my GoPro 3 Black and it worked flawlessly. Shooting at 47 FPS in HD without a hitch.
5,"This SD card does work with the Galaxy Tab 2 10.1.  I was unable to format with a windows 7 machine, however utilized my macbook pro disk utility to format.  Works greats reads and writes videos and pics fast.  I have not tested saving apps yet, but will adjust the review when I get the chance."
4,"I've used many others, and this is average. Its in my son's android, and I don't really think the application its in right now is a the best way to determine its speed / performance.  Otherwise it does what i want it to.The adapter will come in handy later."
5,Works as described.  I use it in my Samsung S5 and it was a plug and play.  Hope to have this phone until I am done with Cellphones they are getting to high priced.  everything was transfered from my old phone on to this and still have plenty of space left.
5,"Great speed, great capacity, great price, and fits great in my HTC Evo Design 4G Android phone. I recomend it."
3,"I bought this card to replace a lost 16 gig in my phone, (HTC G2). Seems to be working perfectly, so I will recommend to all. WAIT!!! read on...I had this card in my phone for a little over a month when it messed up. The phone stop recognizing the card, tried it in the computer and it was not recognized either. I contacted San-disk and they did send me out a replacement but I lost the few pictures I had on the original card. I could have sent the card to San-disk's data recovery people and they would have charged me $275.00 if they were able to recover the data and nothing if they couldn't. A bit to rich for me so I passed and unfortunately lost the photos."
5,Bought this to use in our Go Pro White edition and it has worked well. No issues recording time lapse or 15 minutes of video at one time.
5,"this memory card is ultra fast in android phone its a bit costly but it works flawless it  reads fast so pics, videos etc loads in bout 3 seconds or less  highly recommended"
5,This chip seems to be thinner and lighter than the rest of my mini SD cards. Came with an adaptor card so it can be read by using a regular sized SD card slot. Or you can just read it while it is in the device.
5,"I ordered the regular packaging after reading the frustration-free packaging is sometimes counterfeit.  Anyway, the 32GB card I received was formatted as FAT32, and it seemed to work just fine in my new Moto G LTE phone running Android 4.4.3.  Moved apps onto the card, put some music on it.  Works great, no complaints."
5,"Even thoug it does not meet the specification speed, is a great product, it does what it was intended for."
5,"I bought this card to replace a Kingston card that my phone fried, it has been working without issues so far."
4,"works great with my GoPro camera, and had no problem using it in my computer, all the videos are recorded just fine and in good quality"
5,"Easy to install, good performance, can be used in phone, photo machines, computer. Now i have extra space in my cell phone."
5,Install on Samsung phone and it works great.  Recommend if you need more memory on the phone and install with no problems
5,"When i first got this item, I had some problems with it and for some reason, caused all my data on my android phone to get deleted forcing me to reinstall my custom ROM and use my previous SD card until amazon replaced this one. But once I got the replacement, it worked perfectly. I have no issues with it at all now and for the past several months, its able to hold all my apps and data with ease. With the high read/write speeds, I don't have any lag and it just works exactly how I hoped it would."
4,What can I say...it's a memory card.  Aren't they all the same?  No problems or issues with this product.  It works as described!
5,I bought this to use with a portable radio that accepts the micro memory card.  The 581 pieces of music I put on it took up less than 4 Gig so I have used it with the adapter in a camera as well.  It  does the job
3,"I trusted this company but they only warranty their products about two months. I used the micro SD card in a Go Pro camera for approximately one (filming) hour and the third time I inserted it into the camera it showed;NO SD CARD;. After further investigation the card was determined to be bad. Amazon will not stand behind the card and I am out $50. This is a rare situation with Amazon, they are usually very helpful when a product is no good so this very well could be the SanDisc company behind the short warranty. When you pay this much money and the product doesn't even last two months, it should get NO stars, but then you know I cannot do that!UPDATE~ AMAZON DID REPLACE THIS CARD AFTER I SENT IT BACK TO THEM SO I UPGRADED THIS REVIEW TO THREE STARS"
5,"Still working...fast. It's almost a mind-fart to think we can put this much (much more now of course) storage in such a tiny little space. Come on, I remember in the 90's when a 3 Gigabyte hard disk was $300!!! That was soooo expensive even considering inflation.This card, is much, much, much faster than my first 3 GB hard drive...sad...but cool...wait....ouch, headache!"
1,"This ""Ultra High Speed"" card is about half the speed of the Class 4 card I was using.  10MB/s Read and 6MB/s write is more than a little below where a device with this rating should perform.  I could believe if it was the same speed as my old card, maybe my brand new Samsung Galaxy Tab 2 7 doesn't have a UHS1 rated port, but to be half the speed of my Class 4 card, this ""UHS1"" thing clearly is penciled on by marketing monkeys and sold without any testing or quality control. I wish I knew how to rate with 0 stars."
5,"I got this initially for my cellphone, however I have moved it to a RaspberryPi, and it has been flawless, the storage is nice and the chip is fast, no issues to date."
5,Very fast as advertised and had no problem installing in my samsung galaxy s3.Would highly recommend this product to anyone with a galaxy s3/s2
5,"With all the high definition video we take the extra memory is great. And with the micro cards, we save on space in the little camera bag we have."
5,"I needed memory for my first smartphone and this item met the need.  It was reasonably priced, easily installed and according to my friends with smartphones will provide sufficient memory for the forseeable future.  Recommended."
5,Put it in my Note 3 and it works. No hassles. Phone recognized it and started using it immediately. What else is there to say?
5,I'm using this card in my Samsung camera and it works well capturing pictures fast even in continuous picture mode. The video capture is also unsurpassed with the 30MB/s capability. I have never been disappointed with a SanDisk card and this is no exception. Good quality!
5,"Phone does not recognize this card. Followed suggestions of other's and formatted card to fat32. You have to have an exFatt reader on your PC. Also the format selections on a Windows 7 is NTFS or exFat no fat32 so I went to this site:[...] tried another site and got adware, which my Norton blocked couldn't find the utility to do the exfat to fat32 conversion so I deleted all their added programs so beware of some of these sites. Cnet is trustworthy though.After I formatted the card to fat32 I put it in phone and the phone recognized the card and shows 59.xx gb. So what the h**l I formatted the card in the phone. Bad idea. After formatting in the phone, I'm back to the phone not recognizing the card. Back to the PC, format to fat32 and now every things hunky dory."
2,I am not sure what happened to these cards but I have owned several and they stop working quickly.  I sent a message to SanDisk and never heard back.  Very disappointing!
5,"Works great. What more do you want. Versatile, small, and a lot of memory. I use it with multiple camera's and sound recording devices."
5,Had to return it because it only formats into certain formats and i needed ntfs which it would not do at the time.I did purchase this again in Oct 2013 and found it work as needed. So far it's working great.
5,"This SanDisk class 10 microSDHC is installed in my phone and works great. As always, SanDIsk lives up to its name."
5,This is great. It gives me a lot of extra storage space for my phone. It just worked out of the box. Perfect.
5,Does what it is supposed to do. Performance is good and never seems to slow down the phone. Great product so far
5,Work great with my Samsung Galaxy S4. Simple to install and redirect in settings. I don't get the memory warnings anymore.
5,"I bought this memory card for my galaxy note 2 phone. I saved a lot of money by purchasing the 16gb phone and just buying this memory card. I haven't came close to filling it up yet, but when i do, i'll just upgrade to the 64gb version of this card. great product! fast shipping! great price!"
5,"I had purchased this card for my wife's phone.  She is in love with it as this helped her store all her eBooks, songs, few of her all time &#34;To Go To&#34; movies and her office docs etc. on that new card.  The card came, I formated it and installed it.  Rebooted the phone and it works... Phone was able to see new extpned storage and worked right away.  Its an awesome card - fast read and write.  Highly recommanded for anyone looking to expend their degital storage.Chers!"
4,"I like this product as it works very well. At first it only showed but when I plugged my camera using this micro-sdhc into my laptop and seen that this card had 2 partitions on it, I had to chose the correct one to use, otherwise I couldn't take many pictures or videos."
5,"A good memory card, no actually a great memory card!  I use it in my Samsung Galaxy Note 2.  I have quite a lot of music and pictures on the card and there is no lag or delay when I'm going from one song to the next.  And my pictures display quickly.  I'm glad I got the 64gb card because even though I have a lot of media on the card, I still have space for more.  The price for the card is really nice also.  A good buy"
5,What else can you say about SanDisk...they have the products that do the job for everyone who needs solid trust!
5,Arrived fast.  Works with all my digital devices no issues.Haven't tested the speed yet but should be more than adequate for data transfer.
4,Bought this for my Samsung Exhibit which has a small internal memory so I could move Google translate onto it. That did not work out since almost all apps wont transfer over to the memory card. But now I can take a ton of photos/videos and store music. No problem with it so far.
5,fast quick does what it's suppose to do. I have placed this card in my GPro Hero 3 Black edition.
5,"I bought a new underwater camera. So my 32 GB Adata went to the camera and this Sandisk went to my Galaxy Note 10.1.  On our family vacation I took the newly purchased camera and the 32 gb Adata.  Long story short:  A lot the photos and videos taken in Cancun are gone.  Photos and video from top of a Mayan ruin (pyramid), snorkeling, family photos are all corrupted and gone.  At first, I thought it was the camera until I placed the Sandisk in and experimented with it.  This Sandisk was flawless!  I will be staying away from lesser known brands and staying with Sandisk going forward."
5,"Not much to say, It is a memory card and does the job well. No problems at all with this card"
5,I used this to record continuously and it worked great. I have read to not try to update with a card bigger than 32gb in the camera so I always revert back to a smaller card before connecting for updates.
5,"I bought this sd card to expand the memory on my Samsung tablet.  I had read that the galaxy note could only be expanded up to 32gb as the sd card would have to be formated as fat32.Long story short,  I inserted it and without any problems or formatting it showed as 60 odd GB.Noyce!"
5,great little SD....
5,"Does it's job. Not much to say.  It's SanDisk, so you know it's pretty much the standard for consumer-level flash-based data storage."
5,For the price it's a very good deal. I have lots of space and it works perfect in my cell phone.
5,I bought one for my daughter and one for my daughter-in-law: they inserted them into their phones and transferred their iTunes to their Galaxy S2 and S3 phones.
5,"use it with my GS4,,no data corrupt/loss issues encountered. Also being Class 10 it holds true to speed claims.would highly recommend."
5,"I knew I was going to purchase a New Samsung Note 2 phone and I purchased this long before I actually needed it. I'm very pleased I did because I finally got my New Phone, added the memory and I'm very pleased so far. With the Holidays near, I plan to take lots of Photos and Videos with my New Phone and the Extra Memory will be very helpful."
5,Not a whole lot to report other than the card has been working great so far in my S4.  No problems whatsoever.
5,Use these in every smartphone I have and have never had any issues with them.  I would recommend these to anyone that needs good expansion in their phone.
5,"This card is being used in my blackberry z10 and keeps my documents, photos, music working fine. This is a good buy."
5,I bought this card for my Samsung Galaxy Note 10.1.  It is exactly what I wanted and it works great.
5,These cards have worked flawlessly in cameras mounted on an offroad race car.  They capture HD video without stutter. I highly recommend them for this purpose.
5,I got this to increase the storage in my MS Surface RT.  It has worked like a charm and I've never had any problem with it.
4,"I like my device to have enough storage so I finally purchased the 64GB version. Formatted the card and haven't fun into any kind of problem. Inserted it into my Samsun Galaxy 8 tablet, now it's complete."
5,"There are a lot of other reviews on this memory card. My only addition is that it worked perfectly the moment I put it into my S4; no formatting issues, nothing ... it just worked. Also nice that it comes with an SD adapter."
3,It works just like it should. It really does work like it should. I bought this thinking it would work and it does!
4,"decent size card, that performs well with my hero 3.  shot video at 720p had no issues.  not much more to say than it works."
5,I put this in a Sprint Galaxy S3. Mounted it and used it. Still using it. More storage than I will ever need.
5,I purchased this for my Motorola Xoom and it works great. I also use it with my Cannon T2i camera and it is the only card that doesn't lock up or give me a busy while videoing HD. I am very happy with it
5,"I used mine to download MP3's on my phone in order to not run up streaming charges and it's excellent for the purpose, or for any other extra storage needs.  It fits my Galaxy S4 perfectly, was very easy to install, and seems to be working seamlessly.  I highly recommend it."
4,"It works great, good size good  and good price. Only giving it 4 stars because it is a &#34;little&#34; slow to write and read from but it is to be expected from an XC card with speeds up to 10mb/s I believe."
5,This is a great card that does what it's supposed to do. I will definitely buy again when the need arises.
5,Works well and is exactly as advertised.  I haven't had any issues with the product.  I am enjoying the extra capacity it offers in my Samsung Galaxy S4 phone.
5,I have this in my wife's Nokia Lumia 521 and it works really well. The card seems to stream data well and the phone has never behaved oddly with this card
5,I bought this for my GoPro Hero 3 and it performed perfect! 15 minutes of video equaled about 3GB of memory.
5,"Item works, great price, what more can you ask for!?!?! Once again Amazon saves me both money and time. WIN"
5,"Replaced 16 gig in my android phone, motorolla atrix 2.  Works great.  No issues.  Been going strong for months now."
2,"If you have a gopro, get a different card, it worked in mine for a while then stopped, turns out the gopro fried it, no fault of gopro but through sandisks error, sandisk will replace it but it can get fried again. I've read up on it and it's a common issue, so if you use this for a gopro, get a samsung or patriot or something else to be on the safe side."
5,I have two of these that I use in my Asus Infinty tablet.I have one in an SD adapter in the dock and the other in a MicroUSB adapter in the dock.
5,"I recently purchased a new SanDisk 64GB micro SD card and I'm very happy with the read/write speeds. I do a lot of videoing of my grandkids and this card does exactly as advertised.  Never any lag time or missed frames with this card, and with an adapter I can use it all my devices."
5,"there are lots of cards out there. what me choose this one, was the name brand and that it is a class 10, the best you can get. not a four , a ten."
2,"The storage works for my phone but when you install the storage into the SD adapter, my computer doesn't read the data."
4,I wanted a micro SD card for a camera I purchased and this fit the bill at a reasonable price.Fit right in and works well
5,Perfect Just what I wanted! I get all my Micro SD cards from Amazon because SanDisk are the best and the best price is here.
3,"Have only transfered some pictures and music so far. My S3  Galazy had no problems recognizing the card...hear a lot of rumors about memory cards not working, having to format first, etc., but this one worked from me right out of the box.The included Adapter is also good when I want to use with my computer(s) for slide shows since MicroSDHC are not supported by many if any..just to small."
5,"This is a SanDisk Ultra 16 GB MicroSDHC Class 10, that means that it is a fast card.  You cannot beat the price, unless you buy a slower card.  Great quality, great name, & outstanding price.  Cannot go wrong with this card.  Costco sells two of them in a pack for approx. $25.00.  No shipping charges thru Amazon.  Arrived very quickly. I am very happy with this card."
5,"I've never used a micro SD and am very pleased with this. I normally buy SanDisk, but purchased a Dane for my daughter's camera for Christmas. It lasted about 3 minutes. This was a very good replacement."
5,Have in a USB 3.0 slot on my Iconia W700 docking station. Does what it is supposed to do. What more can you expect?
4,"I purchased this to go into an external wireless connect drive that is made by the same manufacturer. Other than having to format it differently than the default (a very simple process), I have not experienced any issues with it."
4,"Comes with the SD card converter, good size for camera memory it reduces your need to change it so often."
5,"Great card. 2 years and 3 phones later and its still ticking. Excellent read/write speeds. Does very well in my Note 2 and Note 3. I did a directory swap on my note 2 so that I could use this 64gb as the &#34;phones memory&#34; while the 16gb in the phone was the &#34;external SD&#34;. Honestly, it was stupid the stopped letting apps be put on the sdcard (which they brought back in android 4.3) and I was always short on space due to the massive size of games these days. The card responded just like the phones built in memory as far as speed goes. Never saw a performance drop of any kind. Was able to play demanding games like NOVA3 or GTA3 without lag or any skipping. And the card survived 3 phones. First note 2 took a nasty plunge that totaled the phone. Card was perfectly fine."
5,"I bought this for my new Galaxy Tab and it works flawlessly, nothing to complain about. I always use sandisk products and they have never fail to me. I have one of these (16 GB) on almost every device at home, digital cameras, phones and now in a tablet."
5,I got these on sale and must say they truly have so much space for a good price. SO anytime you see them on sale start snatchng these babies up especially if you like to travel.
5,It is a 64MB microSD card with a sd card adapter. I used it in my Samsung 3GS cell phone without issue.
5,I WAS LOOKING FOR A WHILE FOR ONE HAPPY I FOUND THIS THE PRICE WAS GREAT BESTBUY WANTED DOUBLE THE PRICE FOR IT ILL NEVER BUY ON BESTBUY AGAIN ONLY AMAZON
5,I always buy SanDisk when thinking of micro memory.  This memory is fast and holds a lot!  I use it as extra storage within my hotspot.
5,"I installed this in a tablet that I am giving as a gift, and so far so good. This is the second one I purchased I installed the first one in my tablet and it seems to be working fine also."
5,Works well - no problems.  This is a very good price for a name brand SD card.  I will buy again
5,A sweet spot for MicroSDHC's.  Added a nice bump in memory for my Nokia Lumia 822.  Arrived on time and is being used as I write this comment.
2,"Its going back because it doesn't meet spec.Tested with  H2TestW, write speed is only 9.69 MB/s. Read speed is good at 18.80 MB/s. (although Sandisk claims up to 30MB/s)Meanwhile, a class (10) 32GB Transcend SD card I have writes at 15.30 and reads at 18.20.I also have a few class (6) 4GB Sandisk microSD cards writing at 15.40 and 15.50. Reading speed is 18.40 and 18.30.I also have a class (4) Kingston card that beats this class 10 Sandisk."
5,Its a small micro memory card that comes with a full size adapter. I am using it in action cameras and have had no issues with it. It transfers data quickly between the card and my PC with no problems.
5,I'm using the card in my new Samsung S4 phone. Work as it should. No Problem. This is the largest size I can use.
5,Bought these together with the SD and couldn't found any better pricing than these. Just don't know where I will be using it for but it will come in handy and that's lowest price I've ever seen....thanks for the great product .....
4,"UPDATE:I raised my star rating on this from 1 to 4 because of the customer service.  I was able to get a replacement pretty easily.  Hopefully it will last longer!ORIGINAL REVIEW:This item worked well while it lasted.  I bought it in October 2012 for my tablet pc and then for an android smartphone.  I did not make many transfers to the card, it was mostly reading files from it.  Now it is March 2013 and suddenly the card is no longer recognized in my android phone.  It is no longer recognized on my other devices as well.  I lost many photos and videos on the card because of it.  I'm sure Sandisk will exchange it for a new one, but this shouldn't be happening with a card that is less than a year old."
5,"Bought this for my Epic 4g touch, great card and great price. I store tons of pictures and music on it and still have plenty room."
5,32gb of micro storage. Can fit tons of songs or movies on it as well as games which is nice for your phone or tablet. Also the fact that I got it for $24 is pretty awesome too. Thanks Amazon!
5,"There is a lot of conflicting info on the we about whether cards larger than 32gb work in this phone. The phone specs say that it only supports up to 32gb. I put it in, formatted it and got 59.7 gb of usable space, which is exactly what you would expect. I have been using it for ~3 weeks now and it has worked perfectly. Good price too."
5,"I use them in my Xperia tablet Z, Note II, Macbook (with a Nifty Minidrive), and Lumia 2520.  A word to those who use custom roms on android devices, use a program that will format to fat32, it comes in ExFat that has licensing restrictions but that should work with most stock roms."
5,Disappointed that the Acer netbook could not read the 32GB microSDHC using  included adaptor but the memory card functions perfectly in Samsung Galaxy Ace Plus Android telephone.  Moved large video files very quickly.
5,"Just as advertised this microSDHC card works perfectly with our new smart phones, allowing LOTS of apps!  Highly recommended!TRY it, you'll like it!"
5,"I got this for my camera to use when I know I need to shoot JPEG+RAW.  It keeps up no problem with 1080p/60 as well.  Unless I'm trying, I don't really feel the limits of this MicroSD card."
5,I have used it with no problem on my tablet Galaxy Note 10.1 Sansun from day one and it works perfect. The cost was relatively low compared to other stores.
5,"This was an inexpensive way to get my Galaxy Note II from 16GB to 32GB of memory. Its plenty fast and can hold lots of photos, music, etc."
5,"works great ,perfect in my GS3, popped in and ready to go.Can't beat the price and quality of this card."
5,best bargan on the market. good size for a good price so what more can you want it works and wont break as it seems
5,16GB and it works!
4,The SanDisk Ultras tend to work reliably on all my different cameras and phones which is not always true of some common but less expensive cards. This simplifies ordering but they do cost a bit more.
3,"This SanDisk UHS-1 TF Card is in good quality.However, it is not working as fast as the Class 10 standard. For operating a series of 4KB files, it can only read at ~2.6MB/s and write at 1.5MB/s.Compared to the SAMSUNG UHS-1 microsd, the SAMSUNG UHS-1 card can at least process 5MB of 4KB files per second, either reading or writing. For reading/writing giant files, This Sandisk card can reach &#62;30MB/S for reading and &#62;15MB/s for writing, which is acceptable for this price, but still a bit lower than SAMSUNG."
5,Ordered for my sons phone and was extremely happy with the card when it arrived. Would absolutely order again if needed.
5,32 GB seems to be the right size memory card for my needs. The micro SD card fits several of my devices and downloads easily to the computer.
4,"I bought my stepdaughter a Galaxy phone, and I didnt want to spend the extra money to upgrade her phone from 16gb. This was cheap and works fine."
5,"I mean we all know SadDisk, leaders in micro memory card manufacturing.  Usually $50 got it for $35! Unbeatable. Yes!"
5,Needed a memory card for my phone (Samsung Galaxy III) and this works fine for it.  No problems at all.
1,"The description is quite confusing - it says at same time class 10, which means that you should not expect write speed higher than 10mb/sec, and at the same time, it says UHS-1, which means 30mb/sec write speed. The truth, as usually, is somewhere in the middle, but close to lower end. I have a dedicated, high speed PCI-E cardreader, which I use for chip benchmarking. So, this card showed 12mb/sec sequental write speed and 34mb/sec sequental read speed. So, UHS-1 is ""true"" only for read operations, meaning that if you wanted this card to speed-up your digital camera speed photography - you've made the wrong choice. Just for reference, this cardTranscend 16 GB Class 10 microSDHC Flash Memory Card TS16GUSDHC10has sequental write speed of 17mb/sec and sequental read speed of 24mb/sec. As you see, the cheaper transcend has average 40% faster write speeds!"
5,Just wonderful. Perfect for my new phone. Does what it is designed to do. Fits in fine. Works very well.
5,"It's a SanDisk, so what more is there to say? The quality is fantastic and it helps you transfer files if you are wary of the cloud."
5,"SanDisk is the highest quality of micro SD and this one will work in basically any Android phone or tablet made in the last 2 years, including Samsung Galaxy S3 S4 Note 2 Note 3."
5,"If you like to see videos on tablets or phones, you'll end up needing this guy. And this is the fastest. Very good for recording too."
3,Seemed to work as advertised.  But my first one failed abruptly after one week.  My smartphone failed to &#34;see&#34; it.  But Amazon replaced it at no additional charge.  The second one is still working fine.  (My smartphone is a Samsung S4G.)
5,"Have had this card for months, and used it on a Sansa Clip+, LG Optimus One (P500h), LG G (E970), Asus MeMO Pad, and of course on a whole lot of readers for PC."
5,"is very good micro sd , i use with my samsung galazy s 4 and work perfectly , have more space to my music"
5,"you can film up to 2:30 hours with it, and 4000 pictures on 5MP so no bad for what i need."
5,"MICROSOFT SURFACE RT FITS PERFECTLY!!!!!!! speeeds ive seen are arounf 30MB/s wrting speeds**tipRight click documents folder, click properties and move the document folder to this microsd card ;) dont save on your computer thats only for programs ok people!!!!!!!!1"
